VTD,COURT_ORDERED,PLAN1,PLAN2,PLAN3,PLAN4,PLAN5,PLAN6,PLAN7,PLAN8,PLAN9,PLAN10
270210160,8,1,2,1,1,2,1,8,8,8,8
270210165,8,1,2,1,1,2,1,8,8,8,8
270210170,8,1,2,1,1,2,1,8,8,8,8
270210175,8,1,2,1,1,2,1,8,8,8,8
270210180,8,1,2,1,1,2,1,8,8,8,8
270210185,8,1,2,1,1,2,1,8,8,8,8
270210187,8,1,2,1,1,2,1,8,8,8,8
270210188,8,1,2,1,1,2,1,8,8,8,8
270210190,8,1,2,1,1,2,1,8,8,8,8
270210195,8,1,2,1,1,3,1,8,8,8,8
270210200,8,1,2,1,1,2,1,8,8,8,8
270210205,8,1,2,1,1,2,1,8,8,8,8
270210210,8,1,2,1,1,2,1,8,8,8,8
270210215,8,1,2,1,1,2,1,8,8,8,8
270210220,8,1,2,1,1,2,1,8,8,8,8
270210225,8,1,2,1,1,2,1,8,8,8,8
270210230,8,1,2,1,1,2,1,8,8,8,8
270210235,8,1,2,1,1,2,1,8,8,8,8
270210237,8,1,2,1,1,2,1,8,8,8,8
270210240,8,1,2,1,1,2,1,8,8,8,8
270210245,8,1,2,1,1,2,1,8,8,8,8
270210247,8,1,2,1,1,2,1,8,8,8,8
270210250,8,1,2,1,1,2,1,8,8,8,8
270210252,8,1,2,1,1,2,1,8,8,8,8
270210255,8,1,2,1,1,2,1,8,8,8,8
270210260,8,1,2,1,1,2,1,8,8,8,8
270210262,8,1,2,1,1,2,1,8,8,8,8
270210265,8,1,2,1,1,3,1,8,8,8,8
270210270,8,1,2,1,1,2,1,8,8,8,8
270210275,8,1,2,1,1,2,1,8,8,8,8
270210280,8,1,2,1,1,2,1,8,8,8,8
270210285,8,1,2,1,1,2,1,8,8,8,8
270210290,8,1,2,1,1,2,1,8,8,8,8
270210295,8,1,2,1,1,2,1,8,8,8,8
270210300,8,1,2,1,1,2,1,8,8,8,8
270210305,8,1,2,1,1,2,1,8,8,8,8
270210310,8,1,2,1,1,2,1,8,8,8,8
270210312,8,1,2,1,1,2,1,8,8,8,8
270210315,8,1,2,1,1,2,1,8,8,8,8
270210317,8,1,2,1,1,2,1,8,8,8,8
270210320,8,1,2,1,1,2,1,8,8,8,8
270230005,7,3,3,2,7,3,7,7,7,7,7
270230010,7,3,3,2,7,3,1,7,7,7,7
270230015,7,3,3,2,7,3,7,7,7,7,7
270230020,7,3,3,2,7,3,7,7,7,7,7
270230025,7,3,3,2,7,3,7,7,7,7,7
270230030,7,3,3,2,7,3,7,7,7,7,7
270230032,7,3,3,2,7,3,7,7,7,7,7
270230035,7,3,3,2,7,3,7,7,7,7,7
270230040,7,3,3,2,7,3,7,7,7,7,7
270230045,7,3,3,2,7,3,7,7,7,7,7
270230050,7,3,3,2,7,3,1,7,7,7,7
270230055,7,3,3,2,7,3,7,7,7,7,7
270230060,7,3,3,2,7,3,7,7,7,7,7
270230065,7,3,3,2,7,3,1,7,7,7,7
270230070,7,3,3,2,7,3,7,7,7,7,7
270230075,7,3,3,2,7,3,7,7,7,7,7
270230090,7,3,3,2,7,3,7,7,7,7,7
270230100,7,3,3,2,7,3,1,7,7,7,7
270230105,7,3,3,2,7,3,1,7,7,7,7
270230110,7,3,3,2,7,3,7,7,7,7,7
270230115,7,3,3,2,7,3,7,7,7,7,7
270230120,7,3,3,2,7,3,1,7,7,7,7
270230125,7,3,3,2,7,3,7,7,7,7,7
270230130,7,3,3,2,7,3,7,7,7,7,7
270230135,7,3,3,2,7,3,1,7,7,7,7
270250005,8,2,1,6,2,4,4,8,8,8,8
270250015,8,2,1,6,2,4,4,8,8,8,8
270250020,8,2,1,6,2,4,4,8,8,8,8
270250025,8,2,1,6,2,4,4,8,8,8,8
270250030,8,2,1,6,2,4,4,8,8,8,8
270250035,8,2,1,6,2,4,3,8,8,8,8
270250040,8,2,1,6,2,4,4,8,8,8,8
270250045,8,2,1,6,2,4,4,8,8,8,8
270250050,8,2,1,6,2,4,4,8,8,8,8
270250055,8,2,1,6,2,4,4,8,8,8,8
270250060,8,2,1,6,2,4,4,8,8,8,8
270250065,8,2,1,6,2,4,4,8,8,8,8
270250066,8,2,1,6,2,4,4,8,8,8,8
270250067,8,2,1,6,2,4,4,8,8,8,8
270250070,8,2,1,6,2,4,4,8,8,8,8
270250075,8,2,1,6,2,4,4,8,8,8,8
270250080,8,2,1,6,2,4,4,8,8,8,8
270250085,8,2,1,6,2,4,4,8,8,8,8
270250086,8,2,1,6,2,4,4,8,8,8,8
270250090,8,2,1,6,2,4,4,8,8,8,8
270250095,8,2,1,6,2,4,4,8,8,8,8
270250100,8,2,1,6,2,4,4,8,8,8,8
270250105,8,2,1,6,2,4,4,8,8,8,8
270270005,7,3,3,2,1,2,7,7,7,7,7
270270010,7,3,3,2,1,2,7,7,7,7,7
270270015,7,3,3,2,1,2,7,7,7,7,7
270270020,7,3,3,2,1,2,7,7,7,7,7
270270025,7,3,3,2,1,2,7,7,7,7,7
270270030,7,3,3,2,1,2,7,7,7,7,7
270270035,7,3,3,2,1,2,1,7,7,7,7
270270040,7,3,3,2,1,2,1,7,7,7,7
270270045,7,3,3,2,1,2,1,7,7,7,7
270270050,7,3,3,2,1,2,1,7,7,7,7
270270055,7,3,3,2,1,2,1,7,7,7,7
270270060,7,3,3,2,1,2,1,7,7,7,7
270270065,7,3,3,2,1,2,1,7,7,7,7
270270070,7,3,3,2,1,2,1,7,7,7,7
270270075,7,3,3,2,1,2,1,7,7,7,7
270270080,7,3,3,2,1,2,1,7,7,7,7
270270085,7,3,3,2,1,2,1,7,7,7,7
270270090,7,3,3,2,1,2,1,7,7,7,7
270270095,7,3,3,2,1,2,1,7,7,7,7
270270100,7,3,3,2,1,2,1,7,7,7,7
270270105,7,3,3,2,1,2,1,7,7,7,7
270270110,7,3,3,2,1,2,1,7,7,7,7
270270115,7,3,3,2,1,2,1,7,7,7,7
270270120,7,3,3,2,1,2,1,7,7,7,7
270270125,7,3,3,2,1,2,7,7,7,7,7
270270130,7,3,3,2,1,2,7,7,7,7,7
270270135,7,3,3,2,1,2,1,7,7,7,7
270270140,7,3,3,2,1,2,1,7,7,7,7
270270145,7,3,3,2,1,2,7,7,7,7,7
270270150,7,3,3,2,1,2,1,7,7,7,7
270270155,7,3,3,2,1,2,1,7,7,7,7
270270157,7,3,3,2,1,2,1,7,7,7,7
270270160,7,3,3,2,1,2,1,7,7,7,7
270270165,7,3,3,2,1,2,1,7,7,7,7
270270170,7,3,3,2,1,2,1,7,7,7,7
270270175,7,3,3,2,1,2,1,7,7,7,7
270270180,7,3,3,2,1,2,1,7,7,7,7
270270185,7,3,3,2,1,2,1,7,7,7,7
270270190,7,3,3,2,1,2,1,7,7,7,7
270270195,7,3,3,2,1,2,1,7,7,7,7
270270200,7,3,3,2,1,2,1,7,7,7,7
270270205,7,3,3,2,1,2,1,7,7,7,7
270270210,7,3,3,2,1,2,1,7,7,7,7
270270212,7,3,3,2,1,2,1,7,7,7,7
270270214,7,3,3,2,1,2,1,7,7,7,7
270270215,7,3,3,2,1,2,1,7,7,7,7
270270217,7,3,3,2,1,2,1,7,7,7,7
270270220,7,3,3,2,1,2,1,7,7,7,7
270270225,7,3,3,2,1,2,1,7,7,7,7
270270230,7,3,3,2,1,2,7,7,7,7,7
270270235,7,3,3,2,1,2,1,7,7,7,7
270270240,7,3,3,2,1,2,1,7,7,7,7
270270245,7,3,3,2,1,2,7,7,7,7,7
270270250,7,3,3,2,1,2,1,7,7,7,7
270270255,7,3,3,2,1,2,7,7,7,7,7
270270260,7,3,3,2,1,2,1,7,7,7,7
270270265,7,3,3,2,1,2,1,7,7,7,7
270270270,7,3,3,2,1,2,1,7,7,7,7
270290005,8,1,3,1,1,2,1,7,7,7,7
270290010,8,1,3,1,1,2,1,7,7,7,7
270290015,8,1,3,1,1,2,1,7,7,7,7
270290020,8,1,3,1,1,2,1,7,7,7,7
270290025,8,1,3,1,1,2,1,7,7,7,7
270290030,8,1,3,1,1,2,1,7,7,7,7
270290035,8,1,3,1,1,2,1,7,7,7,7
270290040,8,1,3,1,1,2,1,7,7,7,7
270290045,8,1,3,1,1,2,1,7,7,7,7
270290050,8,1,3,1,1,2,1,7,7,7,7
270290055,8,1,3,1,1,2,1,7,7,7,7
270290056,8,1,3,1,1,2,1,7,7,7,7
270290060,8,1,3,1,1,2,1,7,7,7,7
270290065,8,1,3,1,1,2,1,7,7,7,7
270290070,8,1,3,1,1,2,1,7,7,7,7
270290075,8,1,3,1,1,2,1,7,7,7,7
270290080,8,1,3,1,1,2,1,7,7,7,7
270290085,8,1,3,1,1,2,1,7,7,7,7
270290090,8,1,3,1,1,2,1,7,7,7,7
270290095,8,1,3,1,1,2,1,7,7,7,7
270290100,8,1,3,1,1,2,1,7,7,7,7
270290105,8,1,3,1,1,2,1,7,7,7,7
270290110,8,1,3,1,1,2,1,7,8,7,7
270290115,8,1,3,1,1,2,1,7,7,7,7
270290120,8,1,3,1,1,2,1,7,7,7,7
270290125,8,1,3,1,1,2,1,7,7,7,7
270290130,8,1,3,1,1,2,1,7,7,7,7
270290135,8,1,3,1,1,2,1,7,7,7,7
270290140,8,1,3,1,1,2,1,7,8,7,7
270310005,8,2,1,1,1,2,1,8,8,8,8
270310010,8,2,1,1,1,2,1,8,8,8,8
270310015,8,2,1,1,1,2,1,8,8,8,8
270310020,8,2,1,1,1,2,1,8,8,8,8
270310025,8,2,1,1,1,2,1,8,8,8,8
270310030,8,2,1,1,1,2,1,8,8,8,8
270310035,8,2,1,1,1,2,1,8,8,8,8
270310040,8,2,1,1,1,2,1,8,8,8,8
270310045,8,2,1,1,1,2,1,8,8,8,8
270310050,8,2,1,1,1,2,1,8,8,8,8
270310055,8,2,1,1,1,2,1,8,8,8,8
270310060,8,2,1,1,1,2,1,8,8,8,8
270310065,8,2,1,1,1,2,1,8,8,8,8
270319999,8,2,1,1,1,2,1,8,8,8,8
270330005,7,7,3,3,7,1,7,7,7,7,7
270330010,7,7,3,3,7,1,2,7,7,7,7
270330015,7,7,3,3,7,1,7,7,7,7,7
270330020,7,7,3,3,7,1,2,1,1,1,1
270330025,7,7,3,3,7,1,2,1,7,1,1
270330030,7,7,3,3,7,1,2,1,1,1,1
270330035,7,7,3,3,7,1,2,7,7,7,7
270330040,7,7,3,3,7,1,2,1,7,1,1
270330045,7,7,3,3,7,1,7,1,1,1,1
270330047,7,7,3,3,7,1,7,7,7,7,7
270330050,7,7,3,3,7,1,2,7,7,7,7
270330055,7,7,3,3,7,1,7,7,7,7,7
270330060,7,7,3,3,7,1,7,7,7,7,7
270330065,7,7,3,3,7,1,2,1,1,1,1
270330070,7,7,3,3,7,1,2,1,1,1,1
270330075,7,7,3,3,7,1,2,1,1,1,1
270330085,7,7,3,3,7,1,2,1,1,1,1
270330090,7,7,3,3,7,1,7,7,7,7,7
270330095,7,7,3,3,7,1,2,1,1,1,1
270330100,7,7,3,3,7,1,7,7,7,7,7
270330105,7,7,3,3,7,1,2,7,7,7,7
270330110,7,7,3,3,7,1,7,7,7,7,7
270330115,7,7,3,3,7,1,7,7,7,7,7
270330120,7,7,3,3,7,1,7,7,7,7,7
270330125,7,7,3,3,7,1,7,7,7,7,7
270330130,7,7,3,3,7,1,2,7,7,7,7
270330135,7,7,3,3,7,1,2,7,7,7,7
270330140,7,7,3,3,7,1,2,7,7,7,7
270330145,7,7,3,3,7,1,2,7,7,7,7
270350005,8,1,2,1,2,3,1,8,8,8,8
270350006,8,1,2,1,2,3,1,8,8,8,8
270350007,8,1,2,1,2,3,1,8,8,8,8
270350008,8,1,2,1,2,3,1,8,8,8,8
270350010,8,1,2,1,2,2,4,8,8,8,8
270350015,8,1,2,1,2,2,1,8,8,8,8
270350016,8,1,2,1,2,3,1,8,8,8,8
270350020,8,1,2,1,2,2,1,8,8,8,8
270350025,8,1,2,1,2,2,1,8,8,8,8
270350035,8,1,2,1,2,2,1,8,8,8,8
270350040,8,1,2,1,2,2,1,8,8,8,8
270350042,8,1,2,1,2,2,4,8,8,8,8
270350045,8,1,2,1,2,2,1,8,8,8,8
270350050,8,1,2,1,2,2,1,8,8,8,8
270350055,8,1,2,1,2,2,1,8,8,8,8
270350060,8,1,2,1,2,2,1,8,8,8,8
270350065,8,1,2,1,2,2,4,8,8,8,8
270350075,8,1,2,1,2,2,1,8,8,8,8
270350080,8,1,2,1,2,3,1,8,8,8,8
270350082,8,1,2,1,2,3,1,8,8,8,8
270350085,8,1,2,1,2,2,4,8,8,8,8
270350090,8,1,2,1,2,3,1,8,8,8,8
270350095,8,1,2,1,2,2,1,8,8,8,8
270350100,8,1,2,1,2,2,4,8,8,8,8
270350105,8,1,2,1,2,2,4,8,8,8,8
270350110,8,1,2,1,2,2,4,8,8,8,8
270350115,8,1,2,1,2,2,4,8,8,8,8
270350120,8,1,2,1,2,2,1,8,8,8,8
270350125,8,1,2,1,2,2,1,8,8,8,8
270350130,8,1,2,1,2,3,1,8,8,8,8
270350135,8,1,2,1,2,3,1,8,8,8,8
270350140,8,1,2,1,2,2,1,8,8,8,8
270350145,8,1,2,1,2,4,4,8,8,8,8
270350150,8,1,2,1,2,4,4,8,8,8,8
270350155,8,1,2,1,2,2,1,8,8,8,8
270350160,8,1,2,1,2,2,4,8,8,8,8
270350165,8,1,2,1,2,2,4,8,8,8,8
270350170,8,1,2,1,2,2,4,8,8,8,8
270350175,8,1,2,1,2,2,1,8,8,8,8
270350180,8,1,2,1,2,2,1,8,8,8,8
270350185,8,1,2,1,2,2,1,8,8,8,8
270350190,8,1,2,1,2,2,1,8,8,8,8
270350195,8,1,2,1,2,2,4,8,8,8,8
270350200,8,1,2,1,2,3,1,8,8,8,8
270350205,8,1,2,1,2,2,1,8,8,8,8
270350210,8,1,2,1,2,3,4,8,8,8,8
270350215,8,1,2,1,2,2,1,8,8,8,8
270350220,8,1,2,1,2,2,1,8,8,8,8
270350225,8,1,2,1,2,2,4,8,8,8,8
270350230,8,1,2,1,2,2,4,8,8,8,8
270350235,8,1,2,1,2,2,1,8,8,8,8
270350240,8,1,2,1,2,2,1,8,8,8,8
270350245,8,1,2,1,2,2,4,8,8,8,8
270350250,8,1,2,1,2,3,4,8,8,8,8
270350255,8,1,2,1,2,2,4,8,8,8,8
270350260,8,1,2,1,2,4,4,8,8,8,8
270350265,8,1,2,1,2,2,4,8,8,8,8
270350275,8,1,2,1,2,3,1,8,8,8,8
270350280,8,1,2,1,2,2,1,8,8,8,8
270350285,8,1,2,1,2,2,4,8,8,8,8
270350290,8,1,2,1,2,2,4,8,8,8,8
270350295,8,1,2,1,2,2,1,8,8,8,8
270371010,2,5,5,4,6,5,2,2,2,2,2
270371020,2,5,5,4,6,5,2,2,2,2,2
270371030,2,5,5,4,6,5,2,2,2,2,2
270371040,2,5,5,4,6,5,2,2,2,2,2
270371050,2,5,5,4,6,5,2,2,2,2,2
270371055,2,5,5,4,6,5,2,2,2,2,2
270371060,2,5,5,4,6,5,2,2,2,2,2
270371070,2,5,5,4,6,5,2,2,2,2,2
270371080,2,5,5,4,6,5,2,2,2,2,2
270371090,2,5,5,4,6,5,2,2,2,2,2
270371100,2,5,5,4,6,5,2,2,2,2,2
270371110,2,5,5,4,6,5,2,2,2,2,2
270371120,2,5,5,4,6,5,2,2,2,2,2
270371130,2,5,5,4,6,5,2,2,2,2,2
270371140,2,5,5,4,6,5,2,2,2,2,2
270371150,2,5,5,4,6,5,2,2,2,2,2
270371210,2,5,5,4,6,5,2,2,2,2,2
270371220,2,5,5,4,6,5,2,2,2,2,2
270371230,2,5,5,4,6,5,2,2,2,2,2
270371240,2,5,5,4,6,5,2,2,2,2,2
270371250,2,5,5,4,6,5,2,2,2,2,2
270371260,2,5,5,4,6,5,2,2,2,2,2
270371270,2,5,5,4,6,5,2,2,2,2,2
270371280,2,5,5,4,6,5,2,2,2,2,2
270371290,2,5,5,4,6,5,2,2,2,2,2
270371300,2,5,5,4,6,5,2,2,2,2,2
270371310,2,5,5,4,6,5,2,2,2,2,2
270371320,2,5,5,4,6,5,2,2,2,2,2
270371330,2,5,5,4,6,5,2,2,2,2,2
270371340,2,5,5,4,6,5,2,2,2,2,2
270371350,2,5,5,4,6,5,2,2,2,2,2
270371360,2,5,5,4,6,5,2,2,2,2,2
270371370,2,5,5,4,6,5,2,2,2,2,2
270371410,2,5,5,4,6,5,8,2,2,2,2
270371510,2,5,5,4,6,5,8,2,2,2,2
270371610,2,5,5,4,6,5,8,2,2,2,2
270371710,2,5,5,4,6,5,5,2,2,2,2
270371720,2,5,5,4,6,5,5,2,2,2,2
270371730,2,5,5,4,6,5,5,2,2,2,2
270371740,2,5,5,4,6,5,2,2,2,2,2
270371750,2,5,5,4,6,5,2,2,2,2,2
270371755,2,5,5,4,6,5,2,2,2,2,2
270371760,2,5,5,4,6,5,2,2,2,2,2
270371765,2,5,5,4,6,5,2,2,2,2,2
270371770,2,5,5,4,6,5,5,2,2,2,2
270371780,2,5,5,4,6,5,5,2,2,2,2
270371790,2,5,5,4,6,5,2,2,2,2,2
270371795,2,5,5,4,6,5,2,2,2,2,2
270371800,2,5,5,4,6,5,2,2,2,2,2
270371810,2,5,5,4,6,5,2,2,2,2,2
270371820,2,5,5,4,6,5,2,2,2,2,2
270371830,2,5,5,4,6,5,2,2,2,2,2
270371840,2,5,5,4,6,5,2,2,2,2,2
270371850,2,5,5,4,6,5,2,2,2,2,2
270371860,2,5,5,4,6,5,8,2,2,2,2
270371870,2,5,5,4,6,5,5,2,2,2,2
270372010,2,5,5,4,6,5,8,2,2,2,2
270372110,2,5,5,4,6,5,8,2,2,2,2
270372210,2,5,5,4,6,5,8,2,2,2,2
270372220,2,5,5,4,6,5,8,2,2,2,2
270372230,2,5,5,4,6,5,8,2,2,2,2
270372240,2,5,5,4,6,5,8,2,2,2,2
270372250,2,5,5,4,6,5,8,2,2,2,2
270372260,2,5,5,4,6,5,8,2,2,2,2
270372310,2,5,5,4,6,5,8,2,2,2,2
270372410,2,5,5,4,6,5,8,2,2,2,2
270372510,2,5,5,4,6,5,8,2,2,2,2
270372610,2,5,5,4,6,5,4,2,2,2,2
270372620,2,5,5,4,6,5,4,2,2,2,2
270372630,2,5,5,4,6,5,4,2,2,2,2
270372635,2,5,5,4,6,5,4,2,2,2,2
270372640,2,5,5,4,6,5,4,2,2,2,2
270372645,2,5,5,4,6,5,4,2,2,2,2
270372650,2,5,5,4,6,5,4,2,2,2,2
270372660,2,5,5,4,6,5,4,2,2,2,2
270372710,2,5,5,4,6,5,5,2,2,2,2
270372720,2,5,5,4,6,5,5,2,2,2,2
270372730,2,5,5,4,6,5,8,2,2,2,2
270372740,2,5,5,4,6,5,8,2,2,2,2
270372750,2,5,5,4,6,5,8,2,2,2,2
270372760,2,5,5,4,6,5,8,2,2,2,2
270372770,2,5,5,4,6,5,8,2,2,2,2
270372780,2,5,5,4,6,5,8,2,2,2,2
270372790,2,5,5,4,6,5,8,2,2,2,2
270372800,2,5,5,4,6,5,8,2,2,2,2
270372910,2,5,5,4,6,5,8,2,2,2,2
270372920,2,5,5,4,6,5,8,2,2,2,2
270372930,2,5,5,4,6,5,8,2,2,2,2
270372940,2,5,5,4,6,5,8,2,2,2,2
270372950,2,5,5,4,6,5,8,2,2,2,2
270372960,2,5,5,4,6,5,2,2,2,2,2
270372970,2,5,5,4,6,5,2,2,2,2,2
270372980,2,5,5,4,6,5,2,2,2,2,2
270372990,2,5,5,4,6,5,2,2,2,2,2
270373000,2,5,5,4,6,5,2,2,2,2,2
270373010,2,5,5,4,6,5,2,2,2,2,2
270373020,2,5,5,4,6,5,2,2,2,2,2
270373030,2,5,5,4,6,5,8,2,2,2,2
270373040,2,5,5,4,6,5,8,2,2,2,2
270373050,2,5,5,4,6,5,8,2,2,2,2
270373060,2,5,5,4,6,5,8,2,2,2,2
270373070,2,5,5,4,6,5,8,2,2,2,2
270373080,2,5,5,4,6,5,2,2,2,2,2
270373110,2,5,5,4,6,8,5,2,2,2,2
270373210,2,5,5,4,6,5,8,2,2,2,2
270373310,2,5,5,4,6,5,5,2,2,2,2
270373410,2,5,5,4,6,8,5,2,2,2,2
270373420,2,5,5,4,6,5,5,2,2,2,2
270373430,2,5,5,4,6,5,5,2,2,2,2
270373440,2,5,5,4,6,5,5,2,2,2,2
270373450,2,5,5,4,6,5,5,2,2,2,2
270373510,2,5,5,4,6,5,8,2,2,2,2
270373610,2,5,5,4,6,5,8,2,2,2,2
270373710,2,5,5,4,6,5,8,2,2,2,2
270373810,2,5,5,4,6,5,8,2,2,2,2
270373910,2,5,5,4,6,5,8,2,2,2,2
270374010,2,5,5,4,6,5,8,2,2,2,2
270374110,2,5,5,4,6,5,4,2,2,2,2
270374210,2,5,5,4,6,5,8,2,2,2,2
270374220,2,5,5,4,6,5,8,2,2,2,2
270374230,2,5,5,4,6,5,2,2,2,2,2
270374240,2,5,5,4,6,5,8,2,2,2,2
270374250,2,5,5,4,6,5,2,2,2,2,2
270374260,2,5,5,4,6,5,8,2,2,2,2
270374270,2,5,5,4,6,5,8,2,2,2,2
270374310,2,5,5,4,6,5,8,2,2,2,2
270374410,2,5,5,4,6,8,8,2,2,2,2
270374420,2,5,5,4,6,5,8,2,2,2,2
270374430,2,5,5,4,6,5,8,2,2,2,2
270374440,2,5,5,4,6,5,8,2,2,2,2
270374450,2,5,5,4,6,5,8,2,2,2,2
270374510,2,5,5,4,6,5,5,2,2,2,2
270374610,2,5,5,4,6,5,8,2,2,2,2
270374710,2,5,5,4,6,5,8,2,2,2,2
270374810,2,5,5,4,6,5,8,2,2,2,2
270374910,2,5,5,4,6,8,8,2,2,2,2
270374920,2,5,5,4,6,5,8,2,2,2,2
270374940,2,5,5,4,6,8,5,2,2,2,2
270374950,2,5,5,4,6,5,5,2,2,2,2
270374970,2,5,5,4,6,8,5,2,2,2,2
270374980,2,5,5,4,6,5,5,2,2,2,2
270390005,1,6,4,3,3,1,8,1,1,1,1
270390007,1,6,4,3,3,1,8,1,1,1,1
270390010,1,6,4,3,3,1,8,1,1,1,1
270390015,1,6,4,3,3,1,8,1,1,1,1
270390020,1,6,4,3,3,1,8,1,1,1,1
270390025,1,6,4,3,3,1,8,1,1,1,1
270390030,1,6,4,3,3,1,8,1,1,1,1
270390032,1,6,4,3,3,1,8,1,1,1,1
270390035,1,6,4,3,3,1,8,1,1,1,1
270390040,1,6,4,3,3,1,2,1,1,1,1
270390045,1,6,4,3,3,1,2,1,1,1,1
270390050,1,6,4,3,3,1,8,1,1,1,1
270390051,1,6,4,3,3,1,8,1,1,1,1
270390052,1,6,4,3,3,1,8,1,1,1,1
270390055,1,6,4,3,3,1,8,1,1,1,1
270390060,1,6,4,3,3,1,8,1,1,1,1
270390065,1,6,4,3,3,1,8,1,1,1,1
270390070,1,6,4,3,3,1,8,1,1,1,1
270390075,1,6,4,3,3,1,8,1,1,1,1
270390080,1,6,4,3,3,1,8,1,1,1,1
270390085,1,6,4,3,3,1,8,1,1,1,1
270390090,1,6,4,3,3,1,2,1,1,1,1
270410005,7,3,2,2,2,3,1,7,7,7,7
270410007,7,3,2,2,2,3,1,7,7,7,7
270410010,7,3,2,2,2,3,1,7,7,7,7
270410015,7,3,2,2,2,3,1,7,7,7,7
270410020,7,3,2,2,2,3,1,7,7,7,7
270410025,7,3,2,2,2,3,1,7,7,7,7
270410027,7,3,2,2,2,3,1,7,7,7,7
270410030,7,3,2,2,2,3,1,7,7,7,7
270410035,7,3,2,2,2,3,1,7,7,7,7
270410040,7,3,2,2,2,3,1,7,7,7,7
270410045,7,3,2,2,2,3,1,7,7,7,7
270410050,7,3,2,2,2,3,1,7,7,7,7
270410055,7,3,2,2,2,3,1,7,7,7,7
270410060,7,3,2,2,2,3,7,7,7,7,7
270410065,7,3,2,2,2,3,7,7,7,7,7
270410070,7,3,2,2,2,3,1,7,7,7,7
270410075,7,3,2,2,2,3,1,7,7,7,7
270410080,7,3,2,2,2,3,1,7,7,7,7
270410085,7,3,2,2,2,3,1,7,7,7,7
270410090,7,3,2,2,2,3,1,7,7,7,7
270410095,7,3,2,2,2,3,1,7,7,7,7
270410100,7,3,2,2,2,3,1,7,7,7,7
270410105,7,3,2,2,2,3,1,7,7,7,7
270410110,7,3,2,2,2,3,7,7,7,7,7
270410115,7,3,2,2,2,3,7,7,7,7,7
270410120,7,3,2,2,2,3,7,7,7,7,7
270410125,7,3,2,2,2,3,7,7,7,7,7
270410130,7,3,2,2,2,3,1,7,7,7,7
270410135,7,3,2,2,2,3,1,7,7,7,7
270410140,7,3,2,2,2,3,1,7,7,7,7
270410145,7,3,2,2,2,3,1,7,7,7,7
270410150,7,3,2,2,2,3,1,7,7,7,7
270410155,7,3,2,2,2,3,1,7,7,7,7
270410160,7,3,2,2,2,3,1,7,7,7,7
270410165,7,3,2,2,2,3,1,7,7,7,7
270410170,7,3,2,2,2,3,1,7,7,7,7
270410175,7,3,2,2,2,3,1,7,7,7,7
270430005,1,7,4,3,3,1,2,1,1,1,1
270430010,1,7,4,3,3,1,2,1,1,1,1
270430015,1,7,4,3,3,1,2,1,1,1,1
270430020,1,7,4,3,3,1,2,1,1,1,1
270430025,1,7,4,3,3,1,2,1,1,1,1
270430030,1,7,4,3,3,1,2,1,1,1,1
270430035,1,7,4,3,3,1,2,1,1,1,1
270430040,1,7,4,3,3,1,2,1,1,1,1
270430045,1,7,4,3,3,1,2,1,1,1,1
270430050,1,7,4,3,3,1,2,1,1,1,1
270430055,1,7,4,3,3,1,2,1,1,1,1
270430060,1,7,4,3,3,1,2,1,1,1,1
270430065,1,7,4,3,3,1,2,1,1,1,1
270430070,1,7,4,3,3,1,2,1,1,1,1
270430075,1,7,4,3,3,1,2,1,1,1,1
270430080,1,7,4,3,3,1,2,1,1,1,1
270430085,1,7,4,3,3,1,2,1,1,1,1
270430090,1,7,4,3,3,1,2,1,1,1,1
270430095,1,7,4,3,3,1,2,1,1,1,1
270430100,1,7,4,3,3,1,2,1,1,1,1
270430105,1,7,4,3,3,1,2,1,1,1,1
270430110,1,7,4,3,3,1,2,1,1,1,1
270430115,1,7,4,3,3,1,2,1,1,1,1
270430120,1,7,4,3,3,1,2,1,1,1,1
270430125,1,7,4,3,3,1,2,1,1,1,1
270430130,1,7,4,3,3,1,2,1,1,1,1
270430135,1,7,4,3,3,1,2,1,1,1,1
270430140,1,7,4,3,3,1,2,1,1,1,1
270430145,1,7,4,3,3,1,2,1,1,1,1
270430150,1,7,4,3,3,1,2,1,1,1,1
270430155,1,7,4,3,3,1,2,1,1,1,1
270430160,1,7,4,3,3,1,2,1,1,1,1
270430165,1,7,4,3,3,1,2,1,1,1,1
270450005,1,6,4,3,3,1,8,1,1,1,1
270450010,1,6,4,3,3,1,8,1,1,1,1
270450015,1,6,4,3,3,1,2,1,1,1,1
270450020,1,6,4,3,3,1,2,1,1,1,1
270450025,1,6,4,3,3,1,8,1,1,1,1
270450030,1,6,4,3,3,1,8,1,1,1,1
270450035,1,6,4,3,3,1,8,1,1,1,1
270450040,1,6,4,3,3,1,8,1,1,1,1
270450045,1,6,4,3,3,1,8,1,1,1,1
270450050,1,6,4,3,3,1,8,1,1,1,1
270450055,1,6,4,3,3,1,8,1,1,1,1
270450060,1,6,4,3,3,1,8,1,1,1,1
270450065,1,6,4,3,3,1,2,1,1,1,1
270450070,1,6,4,3,3,1,8,1,1,1,1
270450075,1,6,4,3,3,1,8,1,1,1,1
270450080,1,6,4,3,3,1,8,1,1,1,1
270450085,1,6,4,3,3,1,8,1,1,1,1
270450090,1,6,4,3,3,1,8,1,1,1,1
270450095,1,6,4,3,3,1,8,1,1,1,1
270450100,1,6,4,3,3,1,8,1,1,1,1
270450105,1,6,4,3,3,1,8,1,1,1,1
