VTD,COURT_ORDERED,PLAN1,PLAN2,PLAN3,PLAN4,PLAN5,PLAN6,PLAN7,PLAN8,PLAN9,PLAN10
270532840,5,8,7,5,8,6,3,5,5,5,5
270532845,5,7,7,5,8,6,6,5,5,5,5
270532850,5,7,7,7,4,6,6,5,5,5,5
270532855,5,7,7,7,8,6,6,5,5,5,5
270532860,5,8,7,7,8,7,6,5,5,5,5
270532865,5,8,7,7,8,7,3,5,5,5,5
270532900,3,7,7,7,4,6,3,3,3,3,3
270532910,3,3,7,7,4,6,3,3,3,3,3
270532925,3,7,7,7,4,6,3,3,3,3,3
270550005,1,6,4,3,3,1,8,1,1,1,1
270550010,1,6,4,3,3,1,8,1,1,1,1
270550015,1,6,4,3,3,1,8,1,1,1,1
270550020,1,6,4,3,3,1,8,1,1,1,1
270550025,1,6,4,3,3,1,8,1,1,1,1
270550030,1,6,4,3,3,1,8,1,1,1,1
270550035,1,6,4,3,3,1,8,1,1,1,1
270550040,1,6,4,3,3,1,8,1,1,1,1
270550045,1,6,4,3,3,1,8,1,1,1,1
270550050,1,6,4,3,3,1,8,1,1,1,1
270550055,1,6,4,3,3,1,8,1,1,1,1
270550060,1,6,4,3,3,1,8,1,1,1,1
270550065,1,6,4,3,3,1,8,1,1,1,1
270550070,1,6,4,3,3,1,8,1,1,1,1
270550075,1,6,4,3,3,1,8,1,1,1,1
270550076,1,6,4,3,3,1,8,1,1,1,1
270550080,1,6,4,3,3,1,8,1,1,1,1
270550085,1,6,4,3,3,1,8,1,1,1,1
270550090,1,6,4,3,3,1,8,1,1,1,1
270550095,1,6,4,3,3,1,8,1,1,1,1
270550100,1,6,4,3,3,1,8,1,1,1,1
270550105,1,6,4,3,3,1,8,1,1,1,1
270550110,1,6,4,3,3,1,8,1,1,1,1
270550115,1,6,4,3,3,1,8,1,1,1,1
270550120,1,6,4,3,3,1,8,1,1,1,1
270550125,1,6,4,3,3,1,8,1,1,1,1
270550130,1,6,4,3,3,1,8,1,1,1,1
270570005,8,1,3,1,1,2,1,8,8,8,8
270570010,8,1,3,1,1,2,1,8,8,8,8
270570015,8,1,3,1,1,2,1,8,8,8,8
270570020,7,1,3,1,1,2,1,8,8,8,8
270570022,8,1,3,1,1,2,1,8,8,8,8
270570025,8,1,3,1,1,2,1,8,8,8,8
270570030,7,1,3,1,1,2,1,8,8,8,8
270570035,8,1,3,1,1,2,1,8,8,8,8
270570037,8,1,3,1,1,2,1,8,8,8,8
270570040,8,1,3,1,1,2,1,8,8,8,8
270570045,8,1,3,1,1,2,1,8,8,8,8
270570050,8,1,3,1,1,2,1,8,8,8,8
270570052,8,1,3,1,1,2,1,8,8,8,8
270570055,8,1,3,1,1,2,1,8,8,8,8
270570060,8,1,3,1,1,2,1,8,8,8,8
270570065,7,1,3,1,1,2,1,8,8,8,8
270570070,7,1,3,1,1,2,1,8,8,8,8
270570075,8,1,3,1,1,2,1,8,8,8,8
270570080,8,1,3,1,1,2,1,8,8,8,8
270570085,8,1,3,1,1,2,1,8,8,8,8
270570090,8,1,3,1,1,2,1,8,8,8,8
270570095,8,1,3,1,1,2,1,8,8,8,8
270570097,8,1,3,1,1,2,1,8,8,8,8
270570100,8,1,3,1,1,2,1,8,8,8,8
270570105,7,1,3,1,1,2,1,8,8,8,8
270570110,7,1,3,1,1,2,1,8,8,8,8
270570115,7,1,3,1,1,2,1,8,8,8,8
270570120,7,1,3,1,1,2,1,8,8,8,8
270570122,7,1,3,1,1,2,1,8,8,8,8
270570125,8,1,3,1,1,2,1,8,8,8,8
270570130,8,1,3,1,1,2,1,8,8,8,8
270570135,8,1,3,1,1,2,1,8,8,8,8
270570137,8,1,3,1,1,2,1,8,8,8,8
270570140,7,1,3,1,1,2,1,8,8,8,8
270570145,8,1,3,1,1,2,1,8,8,8,8
270570150,7,1,3,1,1,2,1,8,8,8,8
270570152,7,1,3,1,1,2,1,8,8,8,8
270570155,7,1,3,1,1,2,1,8,8,8,8
270590005,8,1,2,6,2,4,3,8,8,8,8
270590010,8,1,2,6,2,4,3,8,8,8,8
270590015,8,1,2,6,2,4,4,8,8,8,8
270590020,8,1,2,6,2,4,3,8,8,8,8
270590022,8,1,2,6,2,4,4,8,8,8,8
270590025,8,1,2,6,2,4,3,8,8,8,8
270590030,8,1,2,6,2,4,3,8,8,8,8
270590035,8,1,2,6,2,4,3,8,8,8,8
270590037,8,1,2,6,2,4,3,8,8,8,8
270590040,8,1,2,6,2,4,4,8,8,8,8
270590045,8,1,2,6,2,4,3,8,8,8,8
270590050,8,1,2,6,2,4,4,8,8,8,8
270590055,8,1,2,6,2,4,4,8,8,8,8
270590057,8,1,2,6,2,4,3,8,8,8,8
270590060,8,1,2,6,2,4,3,8,8,8,8
270590065,8,1,2,6,2,4,3,8,8,8,8
270590070,8,1,2,6,2,4,4,8,8,8,8
270590075,8,1,2,6,2,4,3,8,8,8,8
270590080,8,1,2,6,2,4,3,8,8,8,8
270610005,8,1,2,1,1,2,1,8,8,8,8
270610010,8,1,2,1,1,2,1,8,8,8,8
270610015,8,1,2,1,1,2,1,8,8,8,8
270610020,8,1,2,1,1,2,1,8,8,8,8
270610025,8,1,2,1,1,2,1,8,8,8,8
270610030,8,1,2,1,1,2,1,8,8,8,8
270610035,8,1,2,1,1,2,1,8,8,8,8
270610040,8,1,2,1,1,2,1,8,8,8,8
270610045,8,1,2,1,1,2,1,8,8,8,8
270610050,8,1,2,1,1,2,1,8,8,8,8
270610055,8,1,2,1,1,2,4,8,8,8,8
270610060,8,1,2,1,1,2,1,8,8,8,8
270610065,8,1,2,1,1,2,1,8,8,8,8
270610070,8,1,2,1,1,2,1,8,8,8,8
270610074,8,1,2,1,1,2,1,8,8,8,8
270610076,8,1,2,1,1,2,1,8,8,8,8
270610085,8,1,2,1,1,2,1,8,8,8,8
270610090,8,1,2,1,1,2,1,8,8,8,8
270610095,8,1,2,1,1,2,1,8,8,8,8
270610096,8,1,2,1,1,2,1,8,8,8,8
270610100,8,1,2,1,1,2,1,8,8,8,8
270610101,8,1,2,1,1,2,1,8,8,8,8
270610110,8,1,2,1,1,2,1,8,8,8,8
270610120,8,1,2,1,1,2,4,8,8,8,8
270610125,8,1,2,1,1,2,1,8,8,8,8
270610130,8,1,2,1,1,2,1,8,8,8,8
270610135,8,1,2,1,1,2,1,8,8,8,8
270610140,8,1,2,1,1,2,1,8,8,8,8
270610145,8,1,2,1,1,2,1,8,8,8,8
270610151,8,1,2,1,1,2,1,8,8,8,8
270610155,8,1,2,1,1,2,1,8,8,8,8
270610175,8,1,2,1,1,2,1,8,8,8,8
270610184,8,1,2,1,1,2,1,8,8,8,8
270610200,8,1,2,1,1,2,1,8,8,8,8
270610205,8,1,2,1,1,2,1,8,8,8,8
270610215,8,1,2,1,1,2,1,8,8,8,8
270610220,8,1,2,1,1,2,1,8,8,8,8
270610225,8,1,2,1,1,2,1,8,8,8,8
270610227,8,1,2,1,1,2,1,8,8,8,8
270610230,8,1,2,1,1,2,1,8,8,8,8
270610235,8,1,2,1,1,2,1,8,8,8,8
270610240,8,1,2,1,1,2,1,8,8,8,8
270610244,8,1,2,1,1,2,1,8,8,8,8
270610245,8,1,2,1,1,2,1,8,8,8,8
270610247,8,1,2,1,1,2,1,8,8,8,8
270610249,8,1,2,1,1,2,1,8,8,8,8
270610255,8,1,2,1,1,2,1,8,8,8,8
270610260,8,1,2,1,1,2,1,8,8,8,8
270610265,8,1,2,1,1,2,1,8,8,8,8
270610270,8,1,2,1,1,2,1,8,8,8,8
270610271,8,1,2,1,1,2,1,8,8,8,8
270610280,8,1,2,1,1,2,1,8,8,8,8
270610285,8,1,2,1,1,2,1,8,8,8,8
270610290,8,1,2,1,1,2,1,8,8,8,8
270610295,8,1,2,1,1,2,1,8,8,8,8
270610300,8,1,2,1,1,2,1,8,8,8,8
270610305,8,1,2,1,1,2,4,8,8,8,8
270610310,8,1,2,1,1,2,1,8,8,8,8
270610320,8,1,2,1,1,2,1,8,8,8,8
270610327,8,1,2,1,1,2,4,8,8,8,8
270610330,8,1,2,1,1,2,1,8,8,8,8
270610335,8,1,2,1,1,2,1,8,8,8,8
270610338,8,1,2,1,1,2,1,8,8,8,8
270610339,8,1,2,1,1,2,1,8,8,8,8
270610340,8,1,2,1,1,2,1,8,8,8,8
270610345,8,1,2,1,1,2,1,8,8,8,8
270610350,8,1,2,1,1,2,1,8,8,8,8
270610355,8,1,2,1,1,2,1,8,8,8,8
270610360,8,1,2,1,1,2,4,8,8,8,8
270610365,8,1,2,1,1,2,4,8,8,8,8
270610370,8,1,2,1,1,2,1,8,8,8,8
270610371,8,1,2,1,1,2,1,8,8,8,8
270610372,8,1,2,1,1,2,4,8,8,8,8
270610375,8,1,2,1,1,2,1,8,8,8,8
270610380,8,1,2,1,1,2,1,8,8,8,8
270610385,8,1,2,1,1,2,1,8,8,8,8
270630005,1,7,3,3,7,1,2,1,1,1,1
270630010,1,7,3,3,7,1,2,1,1,1,1
270630015,1,7,3,3,7,1,2,1,1,1,1
270630020,1,7,3,3,7,1,2,1,1,1,1
270630025,1,7,3,3,7,1,2,1,1,1,1
270630030,1,7,3,3,7,1,2,1,1,1,1
270630035,1,7,3,3,7,1,2,1,1,1,1
270630040,1,7,3,3,7,1,2,1,1,1,1
270630045,1,7,3,3,7,1,2,1,1,1,1
270630050,1,7,3,3,7,1,2,1,1,1,1
270630055,1,7,3,3,7,1,2,1,1,1,1
270630060,1,7,3,3,7,1,2,1,1,1,1
270630070,1,7,3,3,7,1,2,1,1,1,1
270630080,1,7,3,3,7,1,2,1,1,1,1
270630085,1,7,3,3,7,1,2,1,1,1,1
270630090,1,7,3,3,7,1,2,1,1,1,1
270630095,1,7,3,3,7,1,2,1,1,1,1
270630100,1,7,3,3,7,1,2,1,1,1,1
270630105,1,7,3,3,7,1,2,1,1,1,1
270630110,1,7,3,3,7,1,2,1,1,1,1
270630115,1,7,3,3,7,1,2,1,1,1,1
270630120,1,7,3,3,7,1,2,1,1,1,1
270630125,1,7,3,3,7,1,7,1,1,1,1
270630130,1,7,3,3,7,1,2,1,1,1,1
270630135,1,7,3,3,7,1,2,1,1,1,1
270630140,1,7,3,3,7,1,2,1,1,1,1
270630145,1,7,3,3,7,1,2,1,1,1,1
270630150,1,7,3,3,7,1,2,1,1,1,1
270650005,8,1,2,1,2,4,4,8,8,8,8
270650010,8,1,2,1,2,4,4,8,8,8,8
270650015,8,1,2,1,2,4,4,8,8,8,8
270650020,8,1,2,1,2,4,3,8,8,8,8
270650025,8,1,2,1,2,4,4,8,8,8,8
270650030,8,1,2,1,2,4,4,8,8,8,8
270650035,8,1,2,1,2,4,4,8,8,8,8
270650040,8,1,2,1,2,4,4,8,8,8,8
270650045,8,1,2,1,2,4,4,8,8,8,8
270650050,8,1,2,1,2,4,4,8,8,8,8
270650055,8,1,2,1,2,4,4,8,8,8,8
270650060,8,1,2,1,2,4,4,8,8,8,8
270650065,8,1,2,1,2,4,4,8,8,8,8
270650070,8,1,2,1,2,4,4,8,8,8,8
270650080,8,1,2,1,2,4,4,8,8,8,8
270650085,8,1,2,1,2,4,4,8,8,8,8
270650090,8,1,2,1,2,4,4,8,8,8,8
270650095,8,1,2,1,2,4,4,8,8,8,8
270650100,8,1,2,1,2,4,3,8,8,8,8
270650105,8,1,2,1,2,4,4,8,8,8,8
270670005,7,3,3,2,7,3,7,7,7,7,7
270670010,7,3,3,2,7,3,7,7,7,7,7
270670015,7,3,3,2,7,3,7,7,7,7,7
270670020,7,3,3,2,7,3,1,7,7,7,7
270670025,7,3,3,2,7,3,1,7,7,7,7
270670030,7,3,3,2,7,3,1,7,7,7,7
270670035,7,3,3,2,7,3,7,7,7,7,7
270670040,7,3,3,2,7,3,7,7,7,7,7
270670045,7,3,3,2,7,3,7,7,7,7,7
270670050,7,3,3,2,7,3,7,7,7,7,7
270670055,7,3,3,2,7,3,1,7,7,7,7
270670060,7,3,3,2,7,3,1,7,7,7,7
270670065,7,3,3,2,7,3,7,7,7,7,7
270670070,7,3,3,2,7,3,1,7,7,7,7
270670075,7,3,3,2,7,3,1,7,7,7,7
270670080,7,3,3,2,7,3,1,7,7,7,7
270670085,7,3,3,2,7,3,1,7,7,7,7
270670090,7,3,3,2,7,3,7,7,7,7,7
270670095,7,3,3,2,7,3,7,7,7,7,7
270670100,7,3,3,2,7,3,7,7,7,7,7
270670105,7,3,3,2,7,3,1,7,7,7,7
270670110,7,3,3,2,7,3,1,7,7,7,7
270670115,7,3,3,2,7,3,1,7,7,7,7
270670120,7,3,3,2,7,3,7,7,7,7,7
270670125,7,3,3,2,7,3,1,7,7,7,7
270670130,7,3,3,2,7,3,7,7,7,7,7
270670135,7,3,3,2,7,3,1,7,7,7,7
270670140,7,3,3,2,7,3,1,7,7,7,7
270670145,7,3,3,2,7,3,7,7,7,7,7
270670150,7,3,3,2,7,3,1,7,7,7,7
270670155,7,3,3,2,7,3,1,7,7,7,7
270670160,7,3,3,2,7,3,1,7,7,7,7
270670165,7,3,3,2,7,3,7,7,7,7,7
270670170,7,3,3,2,7,3,7,7,7,7,7
270670175,7,3,3,2,7,3,1,7,7,7,7
270670180,7,3,3,2,7,3,1,7,7,7,7
270670185,7,3,3,2,7,3,1,7,7,7,7
270670190,7,3,3,2,7,3,1,7,7,7,7
270670195,7,3,3,2,7,3,1,7,7,7,7
270670200,7,3,3,2,7,3,1,7,7,7,7
270670202,7,3,3,2,7,3,1,7,7,7,7
270670205,7,3,3,2,7,3,1,7,7,7,7
270670210,7,3,3,2,7,3,1,7,7,7,7
270670215,7,3,3,2,7,3,1,7,7,7,7
270670220,7,3,3,2,7,3,1,7,7,7,7
270670225,7,3,3,2,7,3,1,7,7,7,7
270670230,7,3,3,2,7,3,1,7,7,7,7
270670235,7,3,3,2,7,3,1,7,7,7,7
270690005,7,1,2,1,1,2,1,7,7,7,7
270690010,7,1,2,1,1,2,1,7,7,7,7
270690015,7,1,2,1,1,2,1,7,7,7,7
270690020,7,1,2,1,1,2,1,7,7,7,7
270690025,7,1,2,1,1,2,1,7,7,7,7
270690030,7,1,2,1,1,2,1,7,7,7,7
270690035,7,1,2,1,1,2,1,7,7,7,7
270690040,7,1,2,1,1,2,1,7,7,7,7
270690045,7,1,2,1,1,2,1,7,7,7,7
270690050,7,1,2,1,1,2,1,7,7,7,7
270690055,7,1,2,1,1,2,1,7,7,7,7
270690060,7,1,2,1,1,2,1,7,7,7,7
270690065,7,1,2,1,1,2,1,7,7,7,7
270690070,7,1,2,1,1,2,1,7,7,7,7
270690075,7,1,2,1,1,2,1,7,7,7,7
270690080,7,1,2,1,1,2,1,7,7,7,7
270690085,7,1,2,1,1,2,1,7,7,7,7
270690090,7,1,2,1,1,2,1,7,7,7,7
270690092,7,1,2,1,1,2,1,7,7,7,7
270690095,7,1,2,1,1,2,1,7,7,7,7
270690100,7,1,2,1,1,2,1,7,7,7,7
270690105,7,1,2,1,1,2,1,7,7,7,7
270690110,7,1,2,1,1,2,1,7,7,7,7
270690115,7,1,2,1,1,2,1,7,7,7,7
270690118,7,1,2,1,1,2,1,7,7,7,7
270690120,7,1,2,1,1,2,1,7,7,7,7
270690125,7,1,2,1,1,2,1,7,7,7,7
270690130,7,1,2,1,1,2,1,7,7,7,7
270690135,7,1,2,1,1,2,1,7,7,7,7
270690140,7,1,2,1,1,2,1,7,7,7,7
270690145,7,1,2,1,1,2,1,7,7,7,7
270690150,7,1,2,1,1,2,1,7,7,7,7
270690155,7,1,2,1,1,2,1,7,7,7,7
270690160,7,1,2,1,1,2,1,7,7,7,7
270690165,7,1,2,1,1,2,1,7,7,7,7
270690170,7,1,2,1,1,2,1,7,7,7,7
270690175,7,1,2,1,1,2,1,7,7,7,7
270690180,7,1,2,1,1,2,1,7,7,7,7
270690185,7,1,2,1,1,2,1,7,7,7,7
270710005,8,1,1,1,1,2,1,8,8,8,8
270710023,8,1,1,1,1,2,1,8,8,8,8
270710050,8,1,1,1,1,2,1,8,8,8,8
270710055,8,1,1,1,1,2,1,8,8,8,8
270710060,8,1,1,1,1,2,1,8,8,8,8
270710070,8,1,1,1,1,2,1,8,8,8,8
270710075,8,1,1,1,1,2,1,8,8,8,8
270710080,8,1,1,1,1,2,1,8,8,8,8
270710082,8,1,1,1,1,2,1,8,8,8,8
270710083,8,1,1,1,1,2,1,8,8,8,8
270710090,8,1,1,1,1,2,1,8,8,8,8
270710100,8,1,1,1,1,2,1,8,8,8,8
270710115,8,1,1,1,1,2,1,8,8,8,8
270710120,8,1,1,1,1,2,1,8,8,8,8
270710121,8,1,1,1,1,2,1,8,8,8,8
270710140,8,1,1,1,1,2,1,8,8,8,8
270710170,8,1,1,1,1,2,1,8,8,8,8
270710175,8,1,1,1,1,2,1,8,8,8,8
270710180,8,1,1,1,1,2,1,8,8,8,8
270710185,8,1,1,1,1,2,1,8,8,8,8
270710190,8,1,1,1,1,2,1,8,8,8,8
270710195,8,1,1,1,1,2,1,8,8,8,8
270730005,7,3,3,2,7,3,7,7,7,7,7
270730010,7,3,3,2,7,3,7,7,7,7,7
270730015,7,3,3,2,7,3,7,7,7,7,7
270730020,7,3,3,2,7,3,7,7,7,7,7
270730025,7,3,3,2,7,3,7,7,7,7,7
270730030,7,3,3,2,7,3,7,7,7,7,7
270730035,7,3,3,2,7,3,7,7,7,7,7
270730040,7,3,3,2,7,3,7,7,7,7,7
270730045,7,3,3,2,7,3,7,7,7,7,7
270730060,7,3,3,2,7,3,7,7,7,7,7
270730065,7,3,3,2,7,3,7,7,7,7,7
270730070,7,3,3,2,7,3,7,7,7,7,7
270730075,7,3,3,2,7,3,7,7,7,7,7
270730080,7,3,3,2,7,3,7,7,7,7,7
270730085,7,3,3,2,7,3,7,7,7,7,7
270730090,7,3,3,2,7,3,7,7,7,7,7
270730095,7,3,3,2,7,3,7,7,7,7,7
270730110,7,3,3,2,7,3,7,7,7,7,7
270730115,7,3,3,2,7,3,7,7,7,7,7
270730120,7,3,3,2,7,3,7,7,7,7,7
270730125,7,3,3,2,7,3,7,7,7,7,7
270730130,7,3,3,2,7,3,7,7,7,7,7
270730135,7,3,3,2,7,3,7,7,7,7,7
270730140,7,3,3,2,7,3,7,7,7,7,7
270730145,7,3,3,2,7,3,7,7,7,7,7
270730150,7,3,3,2,7,3,7,7,7,7,7
270730155,7,3,3,2,7,3,7,7,7,7,7
270730160,7,3,3,2,7,3,7,7,7,7,7
270730165,7,3,3,2,7,3,7,7,7,7,7
270750005,8,2,1,1,1,2,1,8,8,8,8
270750010,8,2,1,1,1,2,1,8,8,8,8
270750020,8,2,1,1,1,2,1,8,8,8,8
270750025,8,2,1,1,1,2,1,8,8,8,8
270750035,8,2,1,1,1,2,1,8,8,8,8
270750040,8,2,1,1,1,2,1,8,8,8,8
270750050,8,2,1,1,1,2,1,8,8,8,8
270750060,8,2,1,1,1,2,1,8,8,8,8
270750065,8,2,1,1,1,2,1,8,8,8,8
270750070,8,2,1,1,1,2,1,8,8,8,8
270750080,8,2,1,1,1,2,1,8,8,8,8
270750090,8,2,1,1,1,2,1,8,8,8,8
270750105,8,2,1,1,1,2,1,8,8,8,8
270750110,8,2,1,1,1,2,1,8,8,8,8
270750115,8,2,1,1,1,2,1,8,8,8,8
270750120,8,2,1,1,1,2,1,8,8,8,8
270750125,8,2,1,1,1,2,1,8,8,8,8
270750130,8,2,1,1,1,2,1,8,8,8,8
270750135,8,2,1,1,1,2,1,8,8,8,8
270759999,8,2,1,1,1,2,4,8,8,8,8
270770005,8,1,2,1,1,2,1,7,7,7,7
270770010,8,1,2,1,1,2,1,7,7,7,7
270770015,8,1,2,1,1,2,1,7,7,7,7
270770020,8,1,2,1,1,2,1,7,7,7,7
270770030,8,1,2,1,1,2,1,7,7,7,7
270770031,8,1,2,1,1,2,1,7,7,7,7
270770035,8,1,2,1,1,2,1,7,7,7,7
270770040,8,1,2,1,1,2,1,7,7,7,7
270770044,8,1,2,1,1,2,1,7,7,7,7
270770045,8,1,2,1,1,2,1,7,7,7,7
270770046,8,1,2,1,1,2,1,7,7,7,7
270770050,8,1,2,1,1,2,1,7,7,7,7
270770055,8,1,2,1,1,2,1,7,7,7,7
270770065,8,1,2,1,1,2,1,7,7,7,7
270770070,8,1,2,1,1,2,1,7,7,7,7
270770075,8,1,2,1,1,2,1,7,7,7,7
270770080,8,1,2,1,1,2,1,7,7,7,7
270790005,2,6,4,3,3,1,2,1,1,1,1
270790010,2,6,4,3,3,1,2,1,1,1,1
270790015,2,6,4,3,3,1,2,1,1,1,1
270790020,2,6,4,3,3,6,2,1,1,1,1
270790025,2,6,4,3,3,1,2,1,1,1,1
270790030,2,6,4,3,3,1,2,1,1,1,1
270790035,2,6,4,3,3,6,2,1,1,1,1
270790040,2,6,4,3,3,1,2,1,1,1,1
270790045,2,6,4,3,3,1,2,1,1,1,1
270790047,2,6,4,3,3,1,2,1,1,1,1
270790050,2,6,4,3,3,1,2,1,1,1,1
270790055,2,6,4,3,3,1,2,1,1,1,1
270790062,2,6,4,3,3,6,2,1,1,1,1
270790065,2,6,4,3,3,6,2,1,1,1,1
270790075,2,6,4,3,3,3,2,1,1,1,1
270790085,2,6,4,3,3,6,2,1,1,1,1
270790087,2,6,4,3,3,1,2,1,1,1,1
270790090,2,6,4,3,3,6,2,1,1,1,1
270790100,2,6,4,3,3,6,2,1,1,1,1
270790105,2,6,4,3,3,6,2,1,1,1,1
270790110,2,6,4,3,3,3,2,1,1,1,1
270790115,2,6,4,3,3,3,2,1,1,1,1
270790120,2,6,4,3,3,3,2,1,1,1,1
270790125,2,6,4,3,3,1,2,1,1,1,1
270790130,2,6,4,3,3,1,2,1,1,1,1
270790140,2,6,4,3,3,1,2,1,1,1,1
270810005,7,7,3,2,7,3,7,7,7,7,7
270810010,7,7,3,2,7,3,7,7,7,7,7
270810015,7,7,3,2,7,3,7,7,7,7,7
270810020,7,7,3,2,7,3,7,7,7,7,7
270810025,7,7,3,2,7,3,7,7,7,7,7
270810030,7,7,3,2,7,3,7,7,7,7,7
270810035,7,7,3,2,7,3,7,7,7,7,7
270810040,7,7,3,2,7,3,7,7,7,7,7
270810045,7,7,3,2,7,1,7,7,7,7,7
270810050,7,7,3,2,7,3,7,7,7,7,7
270810055,7,7,3,2,7,1,7,7,7,7,7
270810060,7,7,3,2,7,1,7,7,7,7,7
270810065,7,7,3,2,7,3,7,7,7,7,7
270810070,7,7,3,2,7,3,7,7,7,7,7
270810075,7,7,3,2,7,3,7,7,7,7,7
270810080,7,7,3,2,7,3,7,7,7,7,7
270810085,7,7,3,2,7,3,7,7,7,7,7
270810090,7,7,3,2,7,3,7,7,7,7,7
270810095,7,7,3,2,7,1,7,7,7,7,7
270810100,7,7,3,2,7,1,7,7,7,7,7
270830005,7,7,3,2,7,3,7,7,7,7,7
270830010,7,7,3,2,7,1,7,7,7,7,7
270830015,7,7,3,2,7,3,7,7,7,7,7
270830020,7,7,3,2,7,3,7,7,7,7,7
270830025,7,7,3,2,7,3,7,7,7,7,7
270830030,7,7,3,2,7,1,7,7,7,7,7
270830035,7,7,3,2,7,3,7,7,7,7,7
270830040,7,7,3,2,7,3,7,7,7,7,7
270830045,7,7,3,2,7,1,7,7,7,7,7
270830050,7,7,3,2,7,1,7,7,7,7,7
270830055,7,7,3,2,7,3,7,7,7,7,7
270830060,7,7,3,2,7,3,7,7,7,7,7
270830065,7,7,3,2,7,3,7,7,7,7,7
270830070,7,7,3,2,7,3,7,7,7,7,7
270830075,7,7,3,2,7,3,7,7,7,7,7
270830080,7,7,3,2,7,3,7,7,7,7,7
270830085,7,7,3,2,7,3,7,7,7,7,7
270830090,7,7,3,2,7,3,7,7,7,7,7
270830095,7,7,3,2,7,3,7,7,7,7,7
270830105,7,7,3,2,7,3,7,7,7,7,7
270830115,7,7,3,2,7,3,7,7,7,7,7
270830125,7,7,3,2,7,3,7,7,7,7,7
270830130,7,7,3,2,7,1,7,7,7,7,7
270830135,7,7,3,2,7,3,7,7,7,7,7
270830140,7,7,3,2,7,1,7,7,7,7,7
270830145,7,7,3,2,7,3,7,7,7,7,7
270830150,7,7,3,2,7,1,7,7,7,7,7
270830155,7,7,3,2,7,3,7,7,7,7,7
270830160,7,7,3,2,7,3,7,7,7,7,7
270830165,7,7,3,2,7,3,7,7,7,7,7
270830170,7,7,3,2,7,1,7,7,7,7,7
270830180,7,7,3,2,7,3,7,7,7,7,7
270830185,7,7,3,2,7,3,7,7,7,7,7
270850005,7,7,3,2,4,3,7,7,7,7,7
270850010,7,7,3,2,4,3,2,7,7,7,7
270850015,7,7,3,2,4,3,7,7,7,7,7
270850020,7,7,3,2,4,3,7,7,7,7,7
270850025,7,7,3,2,4,3,7,7,7,7,7
270850030,7,7,3,2,4,3,2,7,7,7,7
270850035,7,7,3,2,4,3,2,7,7,7,7
270850040,7,7,3,2,4,3,2,7,7,7,7
270850045,7,7,3,2,4,3,2,7,7,7,7
270850050,7,7,3,2,4,3,2,7,7,7,7
270850055,7,7,3,2,4,3,7,7,7,7,7
270850060,7,7,3,2,4,3,7,7,7,7,7
270850065,7,7,3,2,4,3,2,7,7,7,7
270850070,7,7,3,2,4,3,7,7,7,7,7
270850075,7,7,3,2,4,3,7,7,7,7,7
270850080,7,7,3,2,4,3,7,7,7,7,7
270850095,7,7,3,2,4,3,7,7,7,7,7
270850100,7,7,3,2,4,3,2,7,7,7,7
270850105,7,7,3,2,4,3,7,7,7,7,7
270850110,7,7,3,2,4,3,7,7,7,7,7
270850115,7,7,3,2,4,3,2,7,7,7,7
270850120,7,7,3,2,4,3,2,7,7,7,7
270850125,7,7,3,2,4,3,7,7,7,7,7
270850130,7,7,3,2,4,3,7,7,7,7,7
270850135,7,7,3,2,4,3,7,7,7,7,7
270850140,7,7,3,2,4,3,7,7,7,7,7
270850145,7,7,3,2,4,3,2,7,7,7,7
270850150,7,7,3,2,4,3,2,7,7,7,7
270870005,8,1,3,1,1,2,1,7,7,7,7
270870010,8,1,3,1,1,2,1,7,7,7,7
270870015,8,1,3,1,1,2,1,7,7,7,7
270870020,8,1,3,1,1,2,1,7,7,7,7
270870025,8,1,3,1,1,2,1,7,7,7,7
270870030,8,1,3,1,1,2,1,7,7,7,7
270870035,8,1,3,1,1,2,1,7,7,7,7
270870040,8,1,3,1,1,2,1,7,7,7,7
270870045,8,1,3,1,1,2,1,7,7,7,7
270870050,8,1,3,1,1,2,1,7,7,7,7
270870055,8,1,3,1,1,2,1,7,7,7,7
270870060,8,1,3,1,1,2,1,7,7,7,7
270870065,8,1,3,1,1,2,1,7,7,7,7
270870070,8,1,3,1,1,2,1,7,7,7,7
270870075,8,1,3,1,1,2,1,7,7,7,7
270870080,8,1,3,1,1,2,1,7,7,7,7
270870085,8,1,3,1,1,2,1,7,7,7,7
270870090,8,1,3,1,1,2,1,7,7,7,7
270870095,8,1,3,1,1,2,1,7,7,7,7
270890005,7,1,2,1,1,2,1,7,7,7,7
270890010,7,1,2,1,1,2,1,7,7,7,7
270890015,7,1,2,1,1,2,1,7,7,7,7
270890020,7,1,2,1,1,2,1,7,7,7,7
270890025,7,1,2,1,1,2,1,7,7,7,7
270890030,7,1,2,1,1,2,1,7,7,7,7
270890035,7,1,2,1,1,2,1,7,7,7,7
270890040,7,1,2,1,1,2,1,7,7,7,7
270890045,7,1,2,1,1,2,1,7,7,7,7
270890050,7,1,2,1,1,2,1,7,7,7,7
270890055,7,1,2,1,1,2,1,7,7,7,7
270890060,7,1,2,1,1,2,1,7,7,7,7
270890065,7,1,2,1,1,2,1,7,7,7,7
270890070,7,1,2,1,1,2,1,7,7,7,7
270890075,7,1,2,1,1,2,1,7,7,7,7
270890080,7,1,2,1,1,2,1,7,7,7,7
270890085,7,1,2,1,1,2,1,7,7,7,7
